game_id,seconds_elapsed,away_score,home_score,underdog_score,favorite_score,favorite_margin
0022400062,1560,44,60,60,44,-16
0022400062,2460,84,92,92,84,-8
0022400061,60,4,5,4,5,1
0022400062,150,5,5,5,5,0
0022400062,1260,37,51,51,37,-14
0022400061,1950,76,105,76,105,29
0022400062,330,7,13,13,7,-6
0022400062,2100,71,82,82,71,-11
0022400061,30,2,3,2,3,1
0022400061,1200,41,65,41,65,24
0022400061,1680,62,88,62,88,26
0022400062,1110,32,47,47,32,-15
0022400062,2130,72,82,82,72,-10
0022400062,2550,88,97,97,88,-9
0022400062,2610,91,99,99,91,-8
0022400061,120,8,8,8,8,0
0022400061,2610,104,130,104,130,26
0022400062,870,27,30,30,27,-3
0022400062,2580,91,99,99,91,-8
0022400062,2670,95,103,103,95,-8
0022400062,2790,98,110,110,98,-12
0022400061,1050,35,54,35,54,19
0022400062,1050,29,43,43,29,-14
0022400062,1470,42,57,57,42,-15
0022400062,510,12,18,18,12,-6
0022400061,600,20,35,20,35,15
0022400061,1470,55,77,55,77,22
0022400061,2160,87,113,87,113,26
0022400062,480,12,16,16,12,-4
0022400062,810,26,26,26,26,0
0022400062,1890,59,70,70,59,-11
0022400062,1980,65,76,76,65,-11
0022400062,2040,69,80,80,69,-11
0022400061,2130,87,113,87,113,26
0022400061,2430,95,128,95,128,33
0022400062,180,5,5,5,5,0
0022400062,2640,93,101,101,93,-8
0022400062,2850,101,110,110,101,-9
0022400061,2880,109,132,109,132,23
0022400062,0,0,0,0,0,0
0022400062,570,15,18,18,15,-3
0022400062,1920,61,72,72,61,-11
0022400061,480,17,27,17,27,10
0022400061,1230,43,65,43,65,22
0022400061,1290,49,69,49,69,20
0022400061,1860,73,99,73,99,26
0022400061,2070,84,111,84,111,27
0022400062,210,5,9,9,5,-4
0022400061,2520,98,130,98,130,32
0022400062,1290,37,51,51,37,-14
0022400062,1800,54,66,66,54,-12
0022400061,960,30,52,30,52,22
0022400061,1440,55,74,55,74,19
0022400061,1530,57,80,57,80,23
0022400062,30,0,0,0,0,0
0022400062,540,13,18,18,13,-5
0022400062,660,18,20,20,18,-2
0022400062,2250,81,85,85,81,-4
0022400061,330,12,19,12,19,7
0022400061,390,14,21,14,21,7
0022400061,1560,57,80,57,80,23
0022400061,2370,93,128,93,128,35
0022400061,2490,98,130,98,130,32
0022400061,2700,109,132,109,132,23
0022400062,2190,76,85,85,76,-9
0022400061,840,28,43,28,43,15
0022400061,1080,35,54,35,54,19
0022400061,1170,39,62,39,62,23
0022400061,2820,109,132,109,132,23
0022400062,690,21,22,22,21,-1
0022400062,990,29,37,37,29,-8
0022400062,2820,101,110,110,101,-9
0022400061,360,14,21,14,21,7
0022400061,1410,53,74,53,74,21
0022400061,2340,93,126,93,126,33
0022400062,2280,81,85,85,81,-4
0022400061,180,10,11,10,11,1
0022400061,2190,87,116,87,116,29
0022400062,630,18,20,20,18,-2
0022400061,2040,81,111,81,111,30
0022400061,2220,91,119,91,119,28
0022400061,2640,109,132,109,132,23
0022400062,450,12,16,16,12,-4
0022400062,1140,32,49,49,32,-17
0022400061,270,12,16,12,16,4
0022400061,810,28,43,28,43,15
0022400061,900,30,49,30,49,19
0022400062,2160,74,82,82,74,-8
0022400061,2580,102,130,102,130,28
0022400062,90,2,5,5,2,-3
0022400062,300,7,11,11,7,-4
0022400062,1080,32,45,45,32,-13
0022400061,240,12,13,12,13,1
0022400061,300,12,18,12,18,6
0022400061,2250,91,119,91,119,28
0022400061,2730,109,132,109,132,23
0022400062,60,0,3,3,0,-3
0022400062,720,23,22,22,23,1
0022400062,840,26,26,26,26,0
0022400062,2760,95,107,107,95,-12
0022400061,660,20,40,20,40,20
0022400061,930,30,49,30,49,19
0022400061,1110,37,57,37,57,20
0022400062,360,10,13,13,10,-3
0022400062,1590,47,62,62,47,-15
0022400062,2880,103,110,110,103,-7
0022400061,1920,76,101,76,101,25
0022400061,1980,78,105,78,105,27
0022400061,2790,109,132,109,132,23
0022400062,750,23,24,24,23,-1
0022400062,1770,53,66,66,53,-13
0022400061,2310,93,123,93,123,30
0022400062,120,5,5,5,5,0
0022400062,600,18,20,20,18,-2
0022400061,690,22,43,22,43,21
0022400061,2460,98,130,98,130,32
0022400062,2400,84,91,91,84,-7
0022400062,1410,42,55,55,42,-13
0022400062,1650,47,62,62,47,-15
0022400062,1830,54,68,68,54,-14
0022400062,2070,71,82,82,71,-11
0022400062,2340,81,89,89,81,-8
0022400061,1140,37,59,37,59,22
0022400061,1710,64,90,64,90,26
0022400062,930,27,34,34,27,-7
0022400062,2370,84,91,91,84,-7
0022400071,780,26,24,24,26,2
0022400071,3090,103,103,103,103,0
0022400066,960,31,31,31,31,0
0022400064,2130,83,83,83,83,0
0022400067,720,31,32,32,31,-1
0022400069,1590,65,67,65,67,2
0022400066,2010,92,76,76,92,16
0022400063,1410,47,58,58,47,-11
0022400063,1740,67,75,75,67,-8
0022400070,2310,102,91,91,102,11
0022400064,2640,100,108,100,108,8
0022400065,2070,94,67,94,67,-27
0022400065,2190,97,74,97,74,-23
0022400072,120,1,5,5,1,-4
0022400071,180,7,7,7,7,0
0022400063,2010,78,80,80,78,-2
0022400064,450,15,17,15,17,2
0022400067,60,2,3,3,2,-1
0022400069,1080,45,45,45,45,0
0022400072,2640,121,91,91,121,30
0022400068,690,21,26,21,26,5
0022400071,3570,114,112,112,114,2
0022400066,690,22,21,21,22,1
0022400067,360,11,16,16,11,-5
0022400067,810,39,32,32,39,7
0022400067,1620,75,56,56,75,19
0022400065,690,32,32,32,32,0
0022400070,1410,61,48,48,61,13
0022400072,690,21,21,21,21,0
0022400068,510,12,18,12,18,6
0022400071,2970,103,103,103,103,0
0022400071,2490,81,88,88,81,-7
0022400070,750,29,23,23,29,6
0022400064,2460,92,99,92,99,7
0022400067,1650,77,56,56,77,21
0022400063,810,28,33,33,28,-5
0022400070,450,17,16,16,17,1
0022400067,330,11,16,16,11,-5
0022400067,1920,92,64,64,92,28
0022400063,780,28,31,31,28,-3
0022400064,870,33,35,33,35,2
0022400064,2070,79,80,79,80,1
0022400069,2310,92,99,92,99,7
0022400065,210,9,6,9,6,-3
0022400067,1200,55,46,46,55,9
0022400072,2130,98,70,70,98,28
0022400068,1470,51,63,51,63,12
0022400067,2250,109,81,81,109,28
0022400066,2580,112,97,97,112,15
0022400070,390,17,15,15,17,2
0022400071,2190,74,74,74,74,0
0022400071,960,34,27,27,34,7
0022400071,2730,98,99,99,98,-1
0022400063,1110,39,43,43,39,-4
0022400072,930,27,27,27,27,0
0022400068,90,0,0,0,0,0
0022400071,30,0,2,2,0,-2
0022400064,690,24,26,24,26,2
0022400067,2880,136,106,106,136,30
0022400065,240,9,6,9,6,-3
0022400066,330,10,10,10,10,0
0022400063,2730,108,102,102,108,6
0022400070,150,8,8,8,8,0
0022400064,2610,97,106,97,106,9
0022400071,90,2,3,3,2,-1
0022400071,3000,103,103,103,103,0
0022400063,2670,103,102,102,103,1
0022400070,0,0,0,0,0,0
0022400067,2190,107,79,79,107,28
0022400065,1620,70,57,70,57,-13
0022400063,750,28,31,31,28,-3
0022400065,1650,70,57,70,57,-13
0022400065,2220,99,74,99,74,-25
0022400070,1920,81,77,77,81,4
0022400064,1650,64,61,64,61,-3
0022400069,2400,92,107,92,107,15
0022400065,1230,49,51,49,51,2
0022400063,600,23,24,24,23,-1
0022400070,1500,64,54,54,64,10
0022400064,210,6,13,6,13,7
0022400068,60,0,0,0,0,0
0022400066,1230,48,37,37,48,11
0022400069,1260,54,50,54,50,-4
0022400063,1170,41,46,46,41,-5
0022400063,2820,110,105,105,110,5
0022400068,2490,91,90,91,90,-1
0022400066,150,2,3,3,2,-1
0022400066,1710,74,61,61,74,13
0022400063,420,15,14,14,15,1
0022400063,540,21,20,20,21,1
0022400067,2400,116,87,87,116,29
0022400069,2640,105,115,105,115,10
0022400068,1350,42,58,42,58,16
0022400070,930,39,31,31,39,8
0022400070,1260,57,42,42,57,15
0022400070,1980,85,79,79,85,6
0022400071,1680,51,51,51,51,0
0022400065,270,9,7,9,7,-2
0022400072,2070,96,67,67,96,29
0022400072,870,27,23,23,27,4
0022400066,2640,113,97,97,113,16
0022400063,2430,99,98,98,99,1
0022400070,810,34,25,25,34,9
0022400067,1560,75,56,56,75,19
0022400071,2550,86,94,94,86,-8
0022400065,180,6,6,6,6,0
0022400071,1950,60,64,64,60,-4
0022400071,2250,74,76,76,74,-2
0022400066,1620,70,55,55,70,15
0022400066,2310,102,86,86,102,16
0022400063,270,6,12,12,6,-6
0022400064,120,4,10,4,10,6
0022400064,1140,43,42,43,42,-1
0022400067,1500,71,53,53,71,18
0022400070,1170,51,37,37,51,14
0022400065,1800,78,62,78,62,-16
0022400065,2010,92,64,92,64,-28
0022400067,2760,130,104,104,130,26
0022400069,870,32,37,32,37,5
0022400072,1230,46,42,42,46,4
0022400070,210,11,10,10,11,1
0022400069,780,28,29,28,29,1
0022400072,420,9,16,16,9,-7
0022400072,1470,65,53,53,65,12
0022400070,2280,101,91,91,101,10
0022400069,1500,63,63,63,63,0
0022400071,1320,45,35,35,45,10
0022400066,1020,33,31,31,33,2
0022400066,2730,117,101,101,117,16
0022400070,1050,41,37,37,41,4
0022400067,390,14,17,17,14,-3
0022400067,2610,123,98,98,123,25
0022400071,3540,114,112,112,114,2
0022400067,1380,64,49,49,64,15
0022400070,1860,79,72,72,79,7
0022400069,1410,58,59,58,59,1
0022400068,1860,67,75,67,75,8
0022400065,1380,55,54,55,54,-1
0022400069,840,30,34,30,34,4
0022400072,1290,49,42,42,49,7
0022400072,2400,109,81,81,109,28
0022400065,840,35,34,35,34,-1
0022400065,900,38,39,38,39,1
0022400065,1170,44,49,44,49,5
0022400066,1200,43,37,37,43,6
0022400064,360,13,13,13,13,0
0022400064,720,24,30,24,30,6
0022400072,330,5,12,12,5,-7
0022400063,180,4,8,8,4,-4
0022400066,1320,54,42,42,54,12
0022400064,1560,61,57,61,57,-4
0022400072,2220,102,74,74,102,28
0022400068,870,27,33,27,33,6
0022400072,2190,100,72,72,100,28
0022400068,480,12,16,12,16,4
0022400071,2880,103,103,103,103,0
0022400063,960,37,41,41,37,-4
0022400064,600,21,24,21,24,3
0022400069,420,11,12,11,12,1
0022400069,2220,87,95,87,95,8
0022400064,60,2,6,2,6,4
0022400071,1080,37,27,27,37,10
0022400071,2040,65,67,67,65,-2
0022400065,2640,116,86,116,86,-30
0022400063,0,0,0,0,0,0
0022400070,2370,102,96,96,102,6
0022400064,420,13,15,13,15,2
0022400069,1050,43,45,43,45,2
0022400068,120,3,0,3,0,-3
0022400063,1800,69,75,75,69,-6
0022400064,2850,108,116,108,116,8
0022400069,1560,63,65,63,65,2
0022400065,1440,58,54,58,54,-4
0022400067,660,28,29,29,28,-1
0022400067,930,45,37,37,45,8
0022400065,960,38,42,38,42,4
0022400069,990,37,42,37,42,5
0022400072,960,30,31,31,30,-1
0022400066,2550,110,95,95,110,15
0022400070,630,25,22,22,25,3
0022400067,1020,49,41,41,49,8
0022400067,1170,53,45,45,53,8
0022400069,0,0,0,0,0,0
0022400068,1140,35,48,35,48,13
0022400065,1350,52,54,52,54,2
0022400071,1770,55,52,52,55,3
0022400064,1500,58,53,58,53,-5
0022400067,30,2,0,0,2,2
0022400072,1560,68,55,55,68,13
0022400063,1770,67,75,75,67,-8
0022400069,2010,77,87,77,87,10
0022400071,1980,61,64,64,61,-3
0022400071,2610,90,96,96,90,-6
0022400066,1770,77,64,64,77,13
0022400070,2250,101,91,91,101,10
0022400064,2310,87,90,87,90,3
0022400069,300,9,8,9,8,-1
0022400065,2550,116,84,116,84,-32
0022400071,2790,101,99,99,101,2
0022400071,3150,103,103,103,103,0
0022400065,2160,97,72,97,72,-25
0022400066,540,14,17,17,14,-3
0022400066,2040,94,76,76,94,18
0022400069,2850,111,123,111,123,12
0022400068,1890,67,75,67,75,8
0022400068,2640,93,93,93,93,0
0022400070,960,39,33,33,39,6
0022400065,450,19,21,19,21,2
0022400063,1260,45,50,50,45,-5
0022400063,1890,71,75,75,71,-4
0022400064,780,28,32,28,32,4
0022400072,2490,110,86,86,110,24
0022400068,2820,106,103,106,103,-3
0022400065,1740,74,62,74,62,-12
0022400064,960,39,35,39,35,-4
0022400069,480,17,17,17,17,0
0022400065,810,35,34,35,34,-1
0022400065,420,17,21,17,21,4
0022400064,2700,102,110,102,110,8
0022400069,2670,107,117,107,117,10
0022400068,2010,73,79,73,79,6
0022400071,1230,42,29,29,42,13
0022400065,90,0,1,0,1,1
0022400066,1590,67,55,55,67,12
0022400063,1470,51,61,61,51,-10
0022400063,2370,96,98,98,96,-2
0022400067,270,11,13,13,11,-2
0022400067,990,49,39,39,49,10
0022400067,2370,116,85,85,116,31
0022400068,1380,44,60,44,60,16
0022400071,540,18,20,20,18,-2
0022400065,2790,116,92,116,92,-24
0022400070,1200,54,37,37,54,17
0022400067,90,2,3,3,2,-1
0022400067,1530,73,53,53,73,20
0022400068,660,21,26,21,26,5
0022400063,2850,113,107,107,113,6
0022400067,1440,69,49,49,69,20
0022400072,1350,56,48,48,56,8
0022400065,1290,52,53,52,53,1
0022400070,60,0,2,2,0,-2
0022400070,1680,71,66,66,71,5
0022400064,1710,64,63,64,63,-1
0022400072,480,13,18,18,13,-5
0022400063,690,25,31,31,25,-6
0022400070,870,36,27,27,36,9
0022400063,2460,101,100,100,101,1
0022400071,690,21,22,22,21,-1
0022400066,810,24,25,25,24,-1
0022400066,1890,82,69,69,82,13
0022400064,2220,85,88,85,88,3
0022400071,2460,79,88,88,79,-9
0022400071,2700,95,99,99,95,-4
0022400065,630,32,30,32,30,-2
0022400063,2610,101,100,100,101,1
0022400070,900,39,29,29,39,10
0022400069,1890,70,80,70,80,10
0022400068,150,3,2,3,2,-1
0022400068,1560,53,67,53,67,14
0022400069,2340,92,102,92,102,10
0022400070,1950,83,79,79,83,4
0022400066,1920,84,72,72,84,12
0022400067,1320,62,49,49,62,13
0022400072,510,13,18,18,13,-5
0022400068,1440,49,60,49,60,11
0022400070,1290,57,42,42,57,15
0022400067,870,41,35,35,41,6
0022400069,210,7,8,7,8,1
0022400063,330,7,12,12,7,-5
0022400064,1170,43,44,43,44,1
0022400063,210,4,10,10,4,-6
0022400070,2040,87,79,79,87,8
0022400063,390,12,12,12,12,0
0022400070,90,2,5,5,2,-3
0022400067,2730,130,104,104,130,26
0022400072,1170,41,37,37,41,4
0022400066,990,33,31,31,33,2
0022400067,150,6,7,7,6,-1
0022400069,1680,66,74,66,74,8
0022400065,390,14,19,14,19,5
0022400067,840,39,32,32,39,7
0022400067,1470,71,51,51,71,20
0022400069,1350,57,54,57,54,-3
0022400068,900,27,36,27,36,9
0022400065,1110,44,47,44,47,3
0022400070,1320,57,43,43,57,14
0022400064,2430,92,99,92,99,7
0022400067,1230,57,46,46,57,11
0022400067,2520,121,90,90,121,31
0022400069,1860,70,78,70,78,8
0022400072,750,24,21,21,24,3
0022400072,1500,65,53,53,65,12
0022400071,510,18,20,20,18,-2
0022400065,1410,55,54,55,54,-1
0022400065,1680,72,59,72,59,-13
0022400063,1320,47,54,54,47,-7
0022400070,330,17,14,14,17,3
0022400067,2670,128,102,102,128,26
0022400072,2700,126,93,93,126,33
0022400068,1980,71,77,71,77,6
0022400072,450,9,18,18,9,-9
0022400066,870,29,27,27,29,2
0022400066,1290,54,42,42,54,12
0022400071,2340,76,84,84,76,-8
0022400070,600,23,20,20,23,3
0022400064,2040,77,80,77,80,3
0022400072,720,21,21,21,21,0
0022400071,450,18,20,20,18,-2
0022400071,1170,40,29,29,40,11
0022400068,930,30,38,30,38,8
0022400066,210,4,4,4,4,0
0022400064,2880,116,120,116,120,4
0022400063,630,25,27,27,25,-2
0022400066,1740,77,63,63,77,14
0022400066,1860,82,65,65,82,17
0022400070,2790,120,118,118,120,2
0022400063,2550,101,100,100,101,1
0022400070,270,14,14,14,14,0
0022400070,1080,43,37,37,43,6
0022400069,2190,85,95,85,95,10
0022400068,360,12,14,12,14,2
0022400068,1110,33,46,33,46,13
0022400068,2580,93,93,93,93,0
0022400066,1680,72,59,59,72,13
0022400063,2340,96,98,98,96,-2
0022400072,600,18,18,18,18,0
0022400068,1230,40,53,40,53,13
0022400068,2280,85,83,85,83,-2
0022400064,510,15,20,15,20,5
0022400071,60,2,2,2,2,0
0022400071,2850,103,103,103,103,0
0022400064,150,4,13,4,13,9
0022400071,1530,49,44,44,49,5
0022400069,1710,66,74,66,74,8
0022400072,2670,124,91,91,124,33
0022400068,1080,33,46,33,46,13
0022400064,2250,85,88,85,88,3
0022400067,240,11,11,11,11,0
0022400069,600,21,25,21,25,4
0022400063,2760,108,104,104,108,4
0022400067,960,49,39,39,49,10
0022400072,810,24,21,21,24,3
0022400071,1380,45,37,37,45,8
0022400066,2160,100,81,81,100,19
0022400066,2670,115,97,97,115,18
0022400070,780,34,23,23,34,11
0022400064,90,4,8,4,8,4
0022400068,2040,73,81,73,81,8
0022400063,900,37,38,38,37,-1
0022400072,1710,72,60,60,72,12
0022400063,1200,43,48,48,43,-5
0022400071,1560,49,46,46,49,3
0022400067,480,17,22,22,17,-5
0022400067,1890,90,64,64,90,26
0022400068,540,12,18,12,18,6
0022400071,3600,116,113,113,116,3
0022400070,2610,112,109,109,112,3
0022400064,30,0,3,0,3,3
0022400069,180,7,6,7,6,-1
0022400072,990,32,33,33,32,-1
0022400069,1290,57,50,57,50,-7
0022400068,420,12,16,12,16,4
0022400064,480,15,17,15,17,2
0022400064,1350,51,48,51,48,-3
0022400067,2580,123,96,96,123,27
0022400071,240,10,9,9,10,1
0022400071,2580,88,94,94,88,-6
0022400066,1560,67,55,55,67,12
0022400063,2400,99,98,98,99,1
0022400070,2670,116,114,114,116,2
0022400064,570,19,22,19,22,3
0022400067,2280,109,83,83,109,26
0022400067,2550,123,93,93,123,30
0022400071,2910,103,103,103,103,0
0022400071,3240,103,103,103,103,0
0022400066,450,12,12,12,12,0
0022400070,2730,118,116,116,118,2
0022400064,660,21,26,21,26,5
0022400067,570,25,27,27,25,-2
0022400068,2220,83,83,83,83,0
0022400069,2160,83,95,83,95,12
0022400068,0,0,0,0,0,0
0022400066,840,27,27,27,27,0
0022400070,480,20,16,16,20,4
0022400064,1800,66,66,66,66,0
0022400064,2670,102,108,102,108,6
0022400067,1110,51,45,45,51,6
0022400068,2760,100,98,100,98,-2
0022400069,510,17,20,17,20,3
0022400069,1200,52,48,52,48,-4
0022400072,1920,88,63,63,88,25
0022400071,3360,105,106,106,105,-1
0022400071,840,29,27,27,29,2
0022400065,990,38,42,38,42,4
0022400063,1680,65,74,74,65,-9
0022400063,2220,87,95,95,87,-8
0022400069,2520,95,111,95,111,16
0022400072,360,7,14,14,7,-7
0022400071,120,2,3,3,2,-1
0022400069,720,25,29,25,29,4
0022400072,2850,140,104,104,140,36
0022400068,2460,91,88,91,88,-3
0022400065,2400,107,82,107,82,-25
0022400063,30,0,3,3,0,-3
0022400070,2880,126,124,124,126,2
0022400072,570,15,18,18,15,-3
0022400072,1110,36,37,37,36,-1
0022400072,2460,110,83,83,110,27
0022400070,1110,46,37,37,46,9
0022400069,330,9,10,9,10,1
0022400072,2760,131,95,95,131,36
0022400071,3030,103,103,103,103,0
0022400064,1470,58,51,58,51,-7
0022400071,1470,47,41,41,47,6
0022400071,2010,65,67,67,65,-2
0022400063,510,21,18,18,21,3
0022400063,2790,110,105,105,110,5
0022400070,1770,77,69,69,77,8
0022400064,1890,69,71,69,71,2
0022400064,2190,85,86,85,86,1
0022400072,1830,83,63,63,83,20
0022400066,120,2,3,3,2,-1
0022400066,630,19,17,17,19,2
0022400064,300,8,13,8,13,5
0022400071,1620,51,48,48,51,3
0022400071,2430,79,86,86,79,-7
0022400065,2100,94,70,94,70,-24
0022400069,390,11,12,11,12,1
0022400069,2790,108,123,108,123,15
0022400068,1770,61,75,61,75,14
0022400070,2700,116,114,114,116,2
0022400067,2220,109,81,81,109,28
0022400072,210,3,10,10,3,-7
0022400065,1950,89,64,89,64,-25
0022400071,150,3,5,5,3,-2
0022400063,1710,65,74,74,65,-9
0022400065,780,35,34,35,34,-1
0022400066,660,19,19,19,19,0
0022400070,2400,102,101,101,102,1
0022400069,1470,61,61,61,61,0
0022400071,3180,103,103,103,103,0
0022400065,0,0,0,0,0,0
0022400069,2550,99,113,99,113,14
0022400065,480,22,21,22,21,-1
0022400071,1650,51,48,48,51,3
0022400066,2460,107,92,92,107,15
0022400069,2370,92,102,92,102,10
0022400072,1770,77,63,63,77,14
0022400068,1200,37,50,37,50,13
0022400069,2070,79,90,79,90,11
0022400072,240,3,10,10,3,-7
0022400072,2040,91,67,67,91,24
0022400071,3390,108,106,106,108,2
0022400064,1380,53,50,53,50,-3
0022400067,540,22,27,27,22,-5
0022400067,630,28,27,27,28,1
0022400066,90,2,3,3,2,-1
0022400066,750,22,23,23,22,-1
0022400063,450,17,16,16,17,1
0022400067,2700,130,102,102,130,28
0022400069,240,7,8,7,8,1
0022400072,1740,74,63,63,74,11
0022400064,2580,97,104,97,104,7
0022400065,1260,51,51,51,51,0
0022400064,1410,55,50,55,50,-5
0022400071,1500,49,41,41,49,8
0022400063,1230,43,48,48,43,-5
0022400066,1800,80,64,64,80,16
0022400067,900,43,35,35,43,8
0022400070,1350,59,46,46,59,13
0022400071,3510,112,110,110,112,2
0022400067,1290,60,46,46,60,14
0022400069,660,23,27,23,27,4
0022400072,2580,117,87,87,117,30
0022400071,3270,103,103,103,103,0
0022400065,600,29,28,29,28,-1
0022400064,810,31,33,31,33,2
0022400069,120,5,6,5,6,1
0022400071,2670,93,99,99,93,-6
0022400064,630,21,26,21,26,5
0022400068,2790,103,100,103,100,-3
0022400063,360,10,12,12,10,-2
0022400068,1950,69,77,69,77,8
0022400068,2130,77,83,77,83,6
0022400071,1260,42,31,31,42,11
0022400068,2880,110,105,110,105,-5
0022400065,2460,113,84,113,84,-29
0022400071,1200,42,29,29,42,13
0022400071,3450,110,106,106,110,4
0022400071,3300,103,103,103,103,0
0022400065,1590,66,54,66,54,-12
0022400067,210,9,11,11,9,-2
0022400069,450,14,15,14,15,1
0022400069,1800,68,76,68,76,8
0022400070,1710,73,66,66,73,7
0022400069,750,28,29,28,29,1
0022400068,600,19,23,19,23,4
0022400071,3480,112,108,108,112,4
0022400069,2430,94,107,94,107,13
0022400068,2730,98,98,98,98,0
0022400066,1260,51,39,39,51,12
0022400065,1710,74,62,74,62,-12
0022400069,2490,95,109,95,109,14
0022400068,1830,64,75,64,75,11
0022400063,240,4,12,12,4,-8
0022400063,1050,39,43,43,39,-4
0022400069,360,11,12,11,12,1
0022400068,1410,46,60,46,60,14
0022400065,1890,85,64,85,64,-21
0022400064,1050,41,37,41,37,-4
0022400064,2400,90,95,90,95,5
0022400069,2460,94,109,94,109,15
0022400070,1800,77,70,70,77,7
0022400064,1110,43,39,43,39,-4
0022400063,1590,60,68,68,60,-8
0022400063,1620,63,70,70,63,-7
0022400071,2640,90,98,98,90,-8
0022400066,270,4,8,8,4,-4
0022400063,1830,69,75,75,69,-6
0022400067,2130,102,77,77,102,25
0022400072,60,1,5,5,1,-4
0022400072,1140,39,37,37,39,2
0022400068,1710,61,75,61,75,14
0022400071,1350,45,35,35,45,10
0022400071,1590,51,48,48,51,3
0022400066,420,12,12,12,12,0
0022400063,720,25,31,31,25,-6
0022400064,1830,66,69,66,69,3
0022400067,1980,93,69,69,93,24
0022400072,2370,106,81,81,106,25
0022400063,1350,47,54,54,47,-7
0022400070,2460,104,104,104,104,0
0022400066,300,6,10,10,6,-4
0022400066,1650,72,57,57,72,15
0022400063,1290,47,52,52,47,-5
0022400070,1440,61,50,50,61,11
0022400070,2640,114,111,111,114,3
0022400064,1620,61,59,61,59,-2
0022400069,150,7,6,7,6,-1
0022400065,720,32,32,32,32,0
0022400072,1620,70,58,58,70,12
0022400071,600,21,22,22,21,-1
0022400071,2070,67,70,70,67,-3
0022400072,2340,106,80,80,106,26
0022400068,240,6,4,6,4,-2
0022400072,2550,115,87,87,115,28
0022400071,2820,101,101,101,101,0
0022400071,3060,103,103,103,103,0
0022400065,2850,116,94,116,94,-22
0022400066,720,22,23,23,22,-1
0022400063,990,37,41,41,37,-4
0022400067,780,37,32,32,37,5
0022400069,630,21,25,21,25,4
0022400072,2880,140,104,104,140,36
0022400063,2160,82,90,90,82,-8
0022400066,2880,124,109,109,124,15
0022400070,1530,64,54,54,64,10
0022400067,2040,95,72,72,95,23
0022400069,2040,79,90,79,90,11
0022400071,1830,55,60,60,55,-5
0022400072,2820,135,101,101,135,34
0022400065,360,11,17,11,17,6
0022400070,1620,69,64,64,69,5
0022400067,2100,101,75,75,101,26
0022400068,1650,57,67,57,67,10
0022400071,3330,105,106,106,105,-1
0022400071,660,21,22,22,21,-1
0022400066,2700,115,99,99,115,16
0022400063,2490,101,100,100,101,1
0022400069,540,17,23,17,23,6
0022400065,2310,101,80,101,80,-21
0022400063,2190,85,92,92,85,-7
0022400066,780,24,25,25,24,-1
0022400066,2760,117,101,101,117,16
0022400070,1590,67,62,62,67,5
0022400069,1230,54,50,54,50,-4
0022400065,1830,82,62,82,62,-20
0022400065,2820,116,92,116,92,-24
0022400071,2400,79,86,86,79,-7
0022400071,1800,55,54,54,55,1
0022400066,2370,105,88,88,105,17
0022400066,2790,120,103,103,120,17
0022400064,1530,61,56,61,56,-5
0022400072,540,15,18,18,15,-3
0022400068,1050,31,44,31,44,13
0022400069,1830,70,76,70,76,6
0022400072,2730,128,93,93,128,35
0022400066,1380,55,44,44,55,11
0022400067,180,6,7,7,6,-1
0022400067,2070,98,75,75,98,23
0022400065,1530,61,54,61,54,-7
0022400066,600,16,17,17,16,-1
0022400064,1980,73,75,73,75,2
0022400071,2160,72,74,74,72,-2
0022400065,2130,97,70,97,70,-27
0022400071,1110,37,27,27,37,10
0022400065,1080,43,47,43,47,4
0022400067,300,11,16,16,11,-5
0022400072,2100,96,68,68,96,28
0022400071,0,0,0,0,0,0
0022400065,1320,52,54,52,54,2
0022400066,1950,86,72,72,86,14
0022400063,1380,47,56,56,47,-9
0022400064,1770,64,65,64,65,1
0022400069,1950,77,83,77,83,6
0022400071,210,7,9,9,7,-2
0022400068,2670,96,96,96,96,0
0022400066,2610,112,97,97,112,15
0022400063,2640,103,100,100,103,3
0022400064,1020,41,35,41,35,-6
0022400067,1260,60,46,46,60,14
0022400072,840,24,21,21,24,3
0022400068,2700,98,98,98,98,0
0022400065,120,4,3,4,3,-1
0022400070,180,11,8,8,11,3
0022400064,2760,106,110,106,110,4
0022400067,120,2,5,5,2,-3
0022400067,2160,105,79,79,105,26
0022400068,210,6,4,6,4,-2
0022400071,300,12,14,14,12,-2
0022400071,2520,84,91,91,84,-7
0022400065,660,32,32,32,32,0
0022400068,390,12,14,12,14,2
0022400069,570,17,23,17,23,6
0022400069,2580,99,115,99,115,16
0022400072,1860,83,63,63,83,20
0022400072,300,3,12,12,3,-9
0022400068,1740,61,75,61,75,14
0022400066,2340,105,88,88,105,17
0022400070,660,25,22,22,25,3
0022400064,1260,46,46,46,46,0
0022400067,1080,49,43,43,49,6
0022400067,2640,127,102,102,127,25
0022400070,300,14,14,14,14,0
0022400067,1050,49,41,41,49,8
0022400072,1440,62,50,50,62,12
0022400063,2580,101,100,100,101,1
0022400063,300,6,12,12,6,-6
0022400064,1740,64,63,64,63,-1
0022400069,60,2,2,2,2,0
0022400071,1740,53,52,52,53,1
0022400068,810,25,31,25,31,6
0022400063,2100,82,84,84,82,-2
0022400064,2340,89,90,89,90,1
0022400069,1770,66,76,66,76,10
0022400072,2520,112,86,86,112,26
0022400071,900,31,27,27,31,4
0022400071,2130,72,74,74,72,-2
0022400065,2730,116,86,116,86,-30
0022400063,120,2,6,6,2,-4
